ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
000002.SZ,20260320,559024,24545.23,243150,10678.82,542958,23848.78,415521,18244.3,432284,19011.26,569692,25010.92,289821,12697.41,595723,26168.64,-559372,-24562.33
000002.SZ,20260319,503940,22881.11,191974,8715.59,450882,20489.53,382430,17370.25,316451,14378.94,412129,18720.96,135444,6154.99,420185,19097.77,-621756,-28218.3
000002.SZ,20260318,300030,13887.91,171654,7943.45,341606,15814.37,306575,14193.07,296768,13741.97,318954,14770.11,149249,6914.19,290470,13451.81,-313835,-14513.87
000002.SZ,20260317,258815,12202.12,326718,15421.31,448311,21146.14,475472,22437.3,431105,20340.73,432790,20411.58,419785,19829.29,323036,15248.1,278378,13208.65
000002.SZ,20260316,209663,9784.81,152144,7104.16,298794,13947.78,250952,11721.4,249608,11658.43,289395,13513.89,141975,6636.34,207548,9687.91,-92627,-4263.67
000002.SZ,20260313,205535,9633.74,218514,10250.46,318010,14911.15,328817,15418.07,291046,13640.47,322278,15109.43,346710,16262.79,291691,13670.19,-90731,-4209.1
000002.SZ,20260312,171335,7970.36,122606,5704.42,247568,11517.09,220920,10280.98,198274,9227.08,219835,10229.68,141454,6586.87,195270,9086.32,-166308,-7709.16
000002.SZ,20260311,168039,7840.07,143871,6714.12,255724,11929.46,226342,10563.91,189804,8855.65,199243,9298.39,157056,7331.3,201167,9380.07,-72070,-3330.21
000002.SZ,20260310,132300,6177.14,122034,5698.64,208444,9732.64,201539,9411.88,172402,8051.07,190858,8910.98,126410,5902.55,125126,5841.91,-25718,-1177.15
000002.SZ,20260309,250605,11625.96,164180,7615.56,315952,14656.74,252219,11703.93,230107,10674.43,332358,15416.54,123559,5731.18,171467,7952.29,-183520,-8481.54
000002.SZ,20260306,177409,8305.29,165366,7753.43,281319,13170.47,277159,12987.52,275292,12892.51,229957,10767.48,203885,9554.58,265422,12414.42,5518,328.86
000002.SZ,20260305,195343,9136.4,232820,10893.08,279332,13070.15,342351,16020.91,271424,12705.83,267092,12486.93,214644,10034.84,118479,5546.29,106592,5023.02
000002.SZ,20260304,379174,17554.18,239035,11072.31,391341,18125.25,375344,17375.35,282164,13068.19,355693,16483.36,124217,5751.52,206824,9568.12,-235414,-10843.93
000002.SZ,20260303,476775,22416.64,317413,14936.03,537607,25297.5,457862,21543.85,404258,19035.64,423329,19937.71,178178,8398.28,398213,18730.45,-507214,-23786.9
000002.SZ,20260302,429533,20437.21,288306,13728.92,495960,23606.1,398241,18969.64,387166,18443.29,475047,22622.85,178848,8530.41,329914,15695.6,-450263,-21365.43
000002.SZ,20260227,279988,13475.38,227733,10966.05,348392,16770.73,306903,14780.44,283557,13657.73,277171,13351.08,220831,10634.27,320960,15440.54,-113346,-5398.35
000002.SZ,20260226,811734,39617.04,392417,19200.44,907805,44340.73,476503,23341.06,672290,32876.94,609041,29844.68,395558,19301.32,1309426,63749.86,-820429,-40224.06
000002.SZ,20260225,435000,21786.16,557555,27959.63,587125,29402.83,727423,36463.25,661876,33162.16,629725,31559.06,783308,39322.71,552607,27691.93,490798,24690.41
000002.SZ,20260224,306626,15088.2,396383,19504.96,391384,19259.43,380542,18731.64,362546,17848.01,406969,20038.23,496462,24438.5,373125,18359.3,-306232,-15014.34
