ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
000007.SZ,20260320,21255,3038.68,23480,3360.94,31571,4520.61,27461,3935.32,21828,3117.12,20248,2881.76,840,122.56,4305,620.95,-16462,-2335.82
000007.SZ,20260319,27924,4048.11,31080,4503.56,38656,5601.28,34856,5054.14,30086,4351.46,28339,4097.09,4313,622.14,6704,968.2,-27520,-3971.23
000007.SZ,20260318,33930,5005.75,27764,4093.67,33375,4925.02,32439,4785.9,25974,3829.1,30259,4470.62,3847,571.8,6664,981.49,1361,206.85
000007.SZ,20260317,31537,4562.26,33058,4795.23,34584,5013.25,41139,5963.79,37605,5449.75,31053,4490.69,5682,824.53,4158,600.08,8958,1285.53
000007.SZ,20260316,30648,4281.69,38491,5381.47,48883,6840.07,35492,4966.64,28301,3955.11,30712,4289.75,2861,401.52,5998,840.54,6272,881.79
000007.SZ,20260313,25371,3518.2,22426,3109.11,40039,5549.07,37948,5253.68,34042,4714.38,32267,4476.25,5840,820.82,12651,1763.43,-1194,-152.8
000007.SZ,20260312,22680,3136.78,31453,4344.42,38132,5265.7,28963,4001.37,38919,5376.6,30230,4179.46,3820,531.54,12905,1785.37,-19322,-2651.1
000007.SZ,20260311,23859,3348.69,25815,3624.17,23708,3328.45,23258,3266.02,13456,1891.33,11784,1653.8,2515,354.55,2681,379.04,-5489,-765.18
000007.SZ,20260310,32879,4565.22,30257,4185.05,40092,5548.92,36190,5019.99,38784,5351.88,39032,5394.71,7772,1064.3,14048,1930.58,27797,3833.58
000007.SZ,20260309,24867,3266.58,20984,2756.64,24612,3230.26,20607,2707.58,17773,2331.74,25276,3316.76,6655,871.4,7039,918.99,2176,282.61
000007.SZ,20260306,19866,2653.16,16315,2179.32,20236,2700.48,17515,2337.27,15283,2042.83,16443,2194.83,1000,134.1,6112,819.16,-217,-22.74
000007.SZ,20260305,17037,2261.08,19117,2535.07,17560,2328.09,18000,2391.22,18827,2501.84,15602,2072.13,353,47.27,1058,139.85,-3468,-457.31
000007.SZ,20260304,27707,3576.48,25248,3270.49,28414,3677.24,28056,3632.72,31588,4077.65,34113,4391.48,4829,626.1,5122,662.79,12370,1588.53
000007.SZ,20260303,36124,4691.59,34395,4462.78,51958,6732.79,30314,3935.0,39742,5150.39,46341,6000.38,3000,387.1,19775,2563.71,-15968,-2089.09
000007.SZ,20260302,24845,3332.57,25550,3428.0,32903,4415.59,25663,3442.79,26394,3539.0,29540,3966.44,4862,654.44,8252,1104.37,13045,1751.67
000007.SZ,20260227,28064,3762.31,33739,4512.69,28568,3825.65,27620,3707.82,24812,3332.65,16578,2230.33,2793,373.84,6299,843.6,12868,1727.54
000007.SZ,20260226,32162,4139.74,37068,4789.66,38977,5024.54,35842,4633.58,29647,3845.4,30185,3887.66,9026,1167.12,6717,865.9,13317,1700.9
000007.SZ,20260225,26599,3356.09,28081,3532.6,30181,3803.99,22736,2868.13,23404,2947.58,25550,3227.11,3949,495.82,7766,975.63,-6015,-747.46
000007.SZ,20260224,28592,3633.29,31354,3984.51,29216,3710.91,25386,3224.29,22636,2876.95,21008,2669.2,1875,238.06,4572,581.22,6284,804.61
